ID,SEASON,WEEK,SEASON_TYPE,START_DATE,START_TIME_TBD,COMPLETED,NEUTRAL_SITE,CONFERENCE_GAME,ATTENDANCE,VENUE_ID,VENUE,HOME_ID,HOME_TEAM,HOME_CONFERENCE,HOME_DIVISION,HOME_POINTS,HOME_LINE_SCORES,HOME_POST_WIN_PROB,HOME_PREGAME_ELO,HOME_POSTGAME_ELO,AWAY_ID,AWAY_TEAM,AWAY_CONFERENCE,AWAY_DIVISION,AWAY_POINTS,AWAY_LINE_SCORES,AWAY_POST_WIN_PROB,AWAY_PREGAME_ELO,AWAY_POSTGAME_ELO,EXCITEMENT_INDEX,HIGHLIGHTS,NOTES
401426532,2022,1,regular,2022-08-27T16:00:00.000Z,False,True,False,False,13688.0,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,38.0,"[7, 14, 0, 17]",0.9542764266226265,1684.0,1684.0,2046,Austin Peay,Atlantic Sun,fcs,27.0,"[10, 7, 3, 7]",0.04572357337737354,,,2.6135509766,,
401405059,2022,1,regular,2022-08-27T16:30:00.000Z,False,True,True,True,,3504.0,Aviva Stadium,77,Northwestern,Big Ten,fbs,31.0,"[3, 14, 7, 7]",0.5475434597351944,1361.0,1381.0,158,Nebraska,Big Ten,fbs,28.0,"[7, 7, 14, 0]",0.45245654026480564,1636.0,1616.0,8.3493556676,,
401439512,2022,1,regular,2022-08-27T19:00:00.000Z,False,True,True,False,,,,125762,Florida Memorial University,,,39.0,"[13, 13, 6, 7]",,,,2206,Edward Waters,SIAC,ii,34.0,"[0, 0, 21, 13]",,,,,,
401413213,2022,1,regular,2022-08-27T19:30:00.000Z,False,True,True,False,,3689.0,Cramton Bowl,55,Jacksonville State,Atlantic Sun,fcs,42.0,"[7, 14, 21, 0]",0.9988170830316713,,,2617,Stephen F. Austin,Western Athletic,fcs,17.0,"[7, 10, 0, 0]",0.0011829169683287288,,,5.2414690984,,FCS Kickoff
401413256,2022,1,regular,2022-08-27T19:30:00.000Z,False,True,False,False,19579.0,6501.0,Allegiant Stadium,2439,UNLV,Mountain West,fbs,52.0,"[10, 35, 0, 7]",,1300.0,1300.0,304,Idaho State,Big Sky,fcs,21.0,"[7, 0, 7, 7]",,,,,,
401405058,2022,1,regular,2022-08-27T20:00:00.000Z,False,True,False,False,37832.0,3832.0,Memorial Stadium,356,Illinois,Big Ten,fbs,38.0,"[7, 10, 7, 14]",0.9974722912053572,1496.0,1584.0,2751,Wyoming,Mountain West,fbs,6.0,"[3, 0, 3, 0]",0.0025277087946428134,1497.0,1409.0,2.5714169140,,
401404146,2022,1,regular,2022-08-27T20:00:00.000Z,False,True,False,False,19553.0,3905.0,Romney Stadium,328,Utah State,Mountain West,fbs,31.0,"[0, 24, 0, 7]",0.9891655857079721,1566.0,1555.0,41,Connecticut,FBS Independents,fbs,20.0,"[14, 0, 0, 6]",0.010834414292027916,1117.0,1128.0,4.5637067523,,
401411090,2022,1,regular,2022-08-27T21:00:00.000Z,False,True,False,False,51207.0,3697.0,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,47.0,"[20, 6, 14, 7]",0.9989422079694538,1501.0,1501.0,2184,Duquesne,NEC,fcs,7.0,"[0, 0, 7, 0]",0.001057792030546234,,,1.0589535880,,
401423448,2022,1,regular,2022-08-27T23:00:00.000Z,False,True,True,False,,4246.0,Georgia State Stadium,2011,Alabama State,SWAC,fcs,23.0,"[6, 7, 7, 3]",0.9706268530036973,,,47,Howard,MEAC,fcs,13.0,"[3, 3, 0, 7]",0.029373146996302668,,,5.8728268228,,Cricket MEAC/SWAC Challenge Kickoff
401422922,2022,1,regular,2022-08-27T23:00:00.000Z,False,True,False,False,,4417.0,Five Star Stadium at the Moye Complex,2382,Mercer,Southern,fcs,63.0,"[14, 28, 14, 7]",0.9989681925900179,,,2413,Morehead State,Pioneer,fcs,13.0,"[0, 10, 3, 0]",0.0010318074099820995,,,1.1544784977,,
401426530,2022,1,regular,2022-08-27T23:00:00.000Z,False,True,False,True,19571.0,3715.0,FAU Stadium,2226,Florida Atlantic,Conference USA,fbs,43.0,"[10, 16, 7, 10]",0.9988415542177018,1427.0,1488.0,2429,Charlotte,Conference USA,fbs,13.0,"[7, 0, 6, 0]",0.0011584457822981786,1272.0,1211.0,6.6262524505,,
401411091,2022,1,regular,2022-08-28T00:15:00.000Z,False,True,False,False,46130.0,3787.0,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,56.0,"[14, 14, 7, 21]",0.9637007807373211,1555.0,1555.0,50,Florida A&M,SWAC,fcs,24.0,"[7, 7, 10, 0]",0.03629921926267887,,,1.2411118443,,
401426531,2022,1,regular,2022-08-28T01:00:00.000Z,False,True,False,True,45971.0,3946.0,Sun Bowl Stadium,2638,UTEP,Conference USA,fbs,13.0,"[0, 13, 0, 0]",0.004746335356215618,1360.0,1323.0,249,North Texas,Conference USA,fbs,31.0,"[0, 14, 14, 3]",0.9952536646437844,1426.0,1463.0,4.1152955946,,
401409235,2022,1,regular,2022-08-28T02:00:00.000Z,False,True,False,False,,3601.0,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,fbs,12.0,"[0, 2, 7, 3]",0.13436970618775704,1184.0,1192.0,2440,Nevada,Mountain West,fbs,23.0,"[0, 17, 0, 6]",0.865630293812243,1564.0,1556.0,3.8315877915,,
401403853,2022,1,regular,2022-08-28T02:30:00.000Z,False,True,False,False,9346.0,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawai'i,Mountain West,fbs,10.0,"[7, 3, 0, 0]",0.0003589600988952661,1432.0,1223.0,238,Vanderbilt,SEC,fbs,63.0,"[14, 7, 35, 7]",0.9996410399011048,1222.0,1431.0,2.4199370723,,
401437007,2022,1,regular,2022-09-01T18:00:00.000Z,False,True,False,False,,6059.0,Sanchez Family Stadium,2424,New Mexico Highlands,Rocky Mountain,ii,18.0,"[0, 3, 7, 8]",,,,2201,Eastern New Mexico,Lone Star,ii,34.0,"[3, 7, 17, 7]",,,,,,
401433043,2022,1,regular,2022-09-01T21:30:00.000Z,False,True,False,False,,6071.0,Jess Dow Field,2583,Southern Connecticut State,Northeast 10,ii,7.0,"[0, 0, 7, 0]",,,,2974,Shepherd,Pennsylvania State Athletic,ii,48.0,"[14, 13, 21, 0]",,,,,,
401432134,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,4437.0,"Memorial Stadium (Clarion, PA)",2134,Clarion,Pennsylvania State Athletic,ii,14.0,"[7, 0, 7, 0]",,,,2699,West Liberty,Mountain East,ii,21.0,"[7, 14, 0, 0]",,,,,,
401416568,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,8752.0,3768.0,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,fbs,30.0,"[3, 7, 7, 6, 7]",0.1525386772554026,1096.0,1096.0,2598,St Francis (PA),NEC,fcs,23.0,"[3, 10, 3, 7, 0]",0.8474613227445974,,,12.0273396679,,
401428480,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3979.0,Wagner College Stadium,2681,Wagner,NEC,fcs,31.0,"[7, 14, 7, 3]",0.021548552059047384,,,2230,Fordham,Patriot,fcs,48.0,"[7, 7, 20, 14]",0.9784514479409526,,,9.5471969422,,
401421137,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3629.0,Barker-Lane Stadium,2097,Campbell,Big South,fcs,29.0,"[7, 10, 6, 6]",0.4490293170216029,,,2643,The Citadel,Southern,fcs,10.0,"[3, 0, 0, 7]",0.5509706829783971,,,2.5381447024,,
401431542,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3927.0,Sherman Field,2392,Michigan Tech,GLIAC,ii,23.0,"[0, 7, 16, 0]",,,,272,Wisconsin-Platteville,Wisconsin,iii,13.0,"[0, 0, 7, 6]",,,,,,
401418776,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3829.0,Memorial Stadium,282,Indiana State,MVFC,fcs,17.0,"[3, 3, 0, 8, 3]",0.7517577314415437,,,2453,North Alabama,Atlantic Sun,fcs,14.0,"[0, 7, 0, 7, 0]",0.24824226855845632,,,13.4274129564,,
401431978,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,5220.0,Garrison Stadium,2804,Chowan,CIAA,ii,3.0,"[0, 0, 3, 0]",,,,122666,Barton College,South Atlantic,ii,17.0,"[7, 3, 0, 7]",,,,,,
401431561,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3885.0,Harvey Randall Wickes Memorial Stadium,129,Saginaw Valley,GLIAC,ii,72.0,"[20, 17, 7, 28]",,,,455,WV Wesleyan,Mountain East,ii,0.0,"[0, 0, 0, 0]",,,,,,
401431571,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,3770.0,Jack Miller Stadium,308,Ashland,Great Midwest Athletic,ii,31.0,"[7, 10, 0, 14]",,,,587,Notre Dame College,Mountain East,ii,14.0,"[0, 0, 7, 7]",,,,,,
401430722,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,6078.0,Pioneer Field (TN),2839,Tusculum,South Atlantic,ii,70.0,"[14, 21, 21, 14]",,,,395,St. Augustine's,CIAA,ii,13.0,"[0, 6, 0, 7]",,,,,,
401430716,2022,1,regular,2022-09-01T22:00:00.000Z,False,True,False,False,,6221.0,Mitchell Stadium,124180,Bluefield,Independent DII,ii,35.0,"[7, 3, 10, 7, 8]",,,,2304,Johnson C Smith,CIAA,ii,34.0,"[7, 13, 7, 0, 7]",,,,,,
401432987,2022,1,regular,2022-09-01T22:30:00.000Z,False,True,False,False,,4436.0,Adamson Stadium,2858,California (PA),Pennsylvania State Athletic,ii,35.0,"[7, 14, 7, 7]",,,,2986,Fairmont State,Mountain East,ii,15.0,"[0, 6, 3, 6]",,,,,,
401415610,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,43810.0,3652.0,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,56.0,"[21, 7, 14, 14]",,1569.0,1569.0,2569,South Carolina State,MEAC,fcs,10.0,"[0, 3, 7, 0]",,,,,,
401430986,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6081.0,Harper Davis Field,2398,Millsaps,Southern Athletic,iii,21.0,[],,,,2056,Belhaven College,USA South,iii,49.0,[],,,,,,
401455581,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6066.0,Pace Stadium,2487,Pace,Northeast 10,ii,31.0,"[17, 3, 11, 0]",,,,2188,East Stroudsburg,Pennsylvania State Athletic,ii,16.0,"[3, 3, 0, 10]",,,,,,
401431849,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,4851.0,Bazemore-Hyder Stadium,2673,Valdosta State,Gulf South,ii,36.0,"[3, 3, 17, 13]",,,,126110,Keiser University,,,21.0,"[0, 7, 7, 7]",,,,,,
401438604,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6033.0,Carl Smith Stadium,2842,UVA-Wise,South Atlantic,ii,41.0,"[21, 10, 10, 0]",,,,366,Ferrum,Old Dominion,iii,9.0,"[0, 0, 6, 3]",,,,,,
401432239,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3710.0,Ernest W. Spangler Stadium,2241,Gardner-Webb,Big South,fcs,56.0,"[28, 14, 14, 0]",0.998754625306851,,,2336,Limestone,South Atlantic,ii,21.0,"[0, 7, 7, 7]",0.001245374693149004,,,2.5774940634,,
401421156,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3868.0,Paladin Stadium,231,Furman,Southern,fcs,52.0,"[21, 24, 0, 7]",0.9989693463802006,,,2822,North Greenville,Gulf South,ii,0.0,"[0, 0, 0, 0]",0.001030653619799371,,,3.2659842888,,
401438660,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,5918.0,Taylor Field,6353,Lakeland University,NACC,iii,20.0,"[6, 0, 0, 14]",,,,2286,Illinois College,Midwest,iii,38.0,"[7, 10, 14, 7]",,,,,,
401403864,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,92236.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,fbs,59.0,"[17, 21, 14, 7]",0.9984193930948007,1640.0,1756.0,2050,Ball State,Mid-American,fbs,10.0,"[0, 0, 7, 3]",0.0015806069051993443,1410.0,1294.0,1.1199358518,,
401424414,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3788.0,Kenneth P. LaValle Stadium,2619,Stony Brook,CAA,fcs,14.0,"[7, 7, 0, 0]",0.22816847547077165,,,227,Rhode Island,CAA,fcs,35.0,"[7, 7, 7, 14]",0.7718315245292283,,,4.9812769820,,
401438595,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,4441.0,McConnell Family Stadium,367,Gannon,Pennsylvania State Athletic,ii,47.0,"[13, 14, 6, 14]",,,,2128,Charleston (WV),Mountain East,ii,13.0,"[0, 6, 7, 0]",,,,,,
401432429,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3951.0,Swisher Field,425,Northern State,Northern Sun,ii,30.0,"[6, 10, 0, 14]",,,,389,Upper Iowa,Northern Sun,ii,0.0,"[0, 0, 0, 0]",,,,,,
401432412,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3606.0,Scheels Field at Nemzek Stadium,2817,Minnesota St-Moorhead,Northern Sun,ii,14.0,"[0, 7, 0, 7]",,,,2894,Sioux Falls,Northern Sun,ii,27.0,"[10, 10, 7, 0]",,,,,,
401432403,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,6051.0,James S. Malosky Stadium,134,Minnesota-Duluth,Northern Sun,ii,31.0,"[7, 14, 0, 10]",,,,2587,Southwest Minnesota State,Northern Sun,ii,21.0,"[7, 0, 14, 0]",,,,,,
401432392,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,5874.0,Chet Anderson Stadium,132,Bemidji State,Northern Sun,ii,34.0,"[13, 0, 14, 7]",,,,2364,Minnesota State,Northern Sun,ii,37.0,"[13, 17, 0, 7]",,,,,,
401432383,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6074.0,Grappone Stadium,2830,St. Anselm,Northeast 10,ii,28.0,"[7, 0, 7, 14]",,,,210,Millersville,Pennsylvania State Athletic,ii,10.0,"[0, 3, 0, 7]",,,,,,
401432152,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6212.0,Bishop Schmitt Field,112335,Wheeling Jesuit,Mountain East,ii,25.0,"[2, 7, 7, 9]",,,,611,Seton Hill College,Pennsylvania State Athletic,ii,11.0,"[2, 0, 9, 0]",,,,,,
401431936,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,6034.0,Yager Stadium at Moore Bowl,2687,Washburn,Mid America,ii,45.0,"[17, 14, 7, 7]",,,,2876,Lincoln (MO),Mid America,ii,3.0,"[0, 3, 0, 0]",,,,,,
401431531,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3811.0,Lubbers Stadium,125,Grand Valley State,GLIAC,ii,25.0,"[0, 7, 10, 8]",,,,2146,Colorado Mines,Rocky Mountain,ii,22.0,"[0, 0, 6, 16]",,,,,,
401431509,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3609.0,Allgood-Bailey Stadium,2402,Missouri S&T,Great Lakes,ii,20.0,"[6, 7, 0, 7]",,,,613,South Dakota Mines,Rocky Mountain,ii,43.0,"[13, 13, 10, 7]",,,,,,
401431499,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3950.0,Superior Dome,128,Northern Michigan,GLIAC,ii,24.0,"[7, 7, 7, 3, 0]",,,,2816,McKendree,Great Lakes,ii,31.0,"[14, 3, 0, 7, 7]",,,,,,
401431484,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3934.0,Southern Nazarene University Football Stadium,200,Southern Nazarene,Great American,ii,26.0,"[0, 19, 7, 0]",,,,2028,Arkansas-Monticello,Great American,ii,40.0,"[14, 7, 13, 6]",,,,,,
401431479,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,5891.0,Wilkins Stadium,2568,Southern Arkansas,Great American,ii,62.0,[],,,,2823,Northwestern Oklahoma State,Great American,ii,31.0,[],,,,,,
401431472,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3875.0,Paul Laird Field,199,Southeastern Oklahoma,Great American,ii,41.0,"[3, 10, 7, 11, 3, 7]",,,,2033,Arkansas Tech,Great American,ii,34.0,"[10, 0, 21, 0, 3, 0]",,,,,,
401431465,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,6064.0,Crain Family Stadium,319,Oklahoma Baptist,Great American,ii,32.0,"[2, 10, 0, 20]",,,,2888,Ouachita Baptist,Great American,ii,42.0,"[0, 14, 14, 14]",,,,,,
401431408,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,5936.0,Koi Ishto Stadium,2191,East Central,Great American,ii,12.0,"[0, 9, 3, 0]",,,,2264,Harding,Great American,ii,29.0,"[7, 7, 7, 8]",,,,,,
401430702,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6032.0,Hovey Field,2676,Virginia Union,CIAA,ii,77.0,"[14, 21, 28, 14]",,,,2355,Virginia Lynchburg,,,0.0,"[0, 0, 0, 0]",,,,,,
401426533,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,218.0,FIU Stadium,2229,Florida International,Conference USA,fbs,38.0,"[0, 6, 0, 24, 8]",0.4071406938200985,1080.0,1080.0,2803,Bryant,Big South,fcs,37.0,"[9, 7, 0, 14, 7]",0.5928593061799015,,,12.8939729771,,
401431517,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3723.0,QU Stadium,2825,Quincy,Great Lakes,ii,15.0,"[0, 3, 6, 6]",,,,2249,Glenville State,Mountain East,ii,44.0,"[10, 24, 3, 7]",,,,,,
401424402,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,True,,3688.0,Wildcat Stadium,160,New Hampshire,CAA,fcs,31.0,"[7, 10, 0, 14]",0.9731824762188481,,,2405,Monmouth,CAA,fcs,21.0,"[7, 7, 7, 0]",0.026817523781151875,,,10.2052889162,,
401418645,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3925.0,Seibert Stadium,2535,Samford,Southern,fcs,27.0,"[0, 14, 0, 13]",0.9355415998201145,,,338,Kennesaw State,Atlantic Sun,fcs,17.0,"[7, 0, 10, 0]",0.06445840017988547,,,7.2965680965,,
401431214,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,6130.0,Fred Zollner Athletic Stadium,2651,Trine,Michigan,iii,38.0,"[7, 17, 14, 0]",,,,2023,Anderson (IN),Heartland,iii,0.0,"[0, 0, 0, 0]",,,,,,
401432119,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,,3642.0,Bobcat Stadium (MD),341,Frostburg State,Mountain East,ii,21.0,"[7, 7, 0, 7]",,,,2022,American International,Northeast 10,ii,7.0,"[0, 0, 0, 7]",,,,,,
401416569,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,53808.0,3646.0,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,58.0,"[16, 28, 7, 7]",0.6006092661124897,1775.0,1783.0,2117,Central Michigan,Mid-American,fbs,44.0,"[7, 8, 7, 22]",0.39939073388751034,1536.0,1528.0,2.0476622516,,
401411092,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,70622.0,3752.0,Heinz Field,221,Pittsburgh,ACC,fbs,38.0,"[3, 7, 14, 14]",0.9865973304508046,1667.0,1667.0,277,West Virginia,Big 12,fbs,31.0,"[0, 10, 7, 14]",0.013402669549195445,1490.0,1490.0,9.9132290774,,
401441990,2022,1,regular,2022-09-01T23:00:00.000Z,False,True,False,False,21291.0,3739.0,Glass Bowl,2649,Toledo,Mid-American,fbs,37.0,"[3, 17, 0, 17]",0.9934810154032379,1534.0,1534.0,112358,Long Island University,NEC,fcs,0.0,"[0, 0, 0, 0]",0.006518984596762145,,,1.1696927417,,
401411093,2022,1,regular,2022-09-01T23:30:00.000Z,False,True,False,False,26013.0,3630.0,BB&T Field,154,Wake Forest,ACC,fbs,44.0,"[17, 6, 14, 7]",0.9970047424463461,1640.0,1640.0,2678,VMI,Southern,fcs,10.0,"[0, 3, 7, 0]",0.0029952575536539294,,,1.2759959221,,
401432421,2022,1,regular,2022-09-01T23:30:00.000Z,False,True,False,True,,5933.0,Sea Foam Stadium,3066,Concordia-St. Paul,Northern Sun,ii,14.0,"[0, 7, 7, 0]",,,,2043,Augustana (SD),Northern Sun,ii,28.0,"[0, 14, 7, 7]",,,,,,
401431591,2022,1,regular,2022-09-01T23:30:00.000Z,False,True,False,False,,3960.0,Top Taggart Field,2222,Ferris State,GLIAC,ii,36.0,"[7, 13, 7, 9]",,,,2120,Central Washington,Lone Star,ii,20.0,"[3, 10, 0, 7]",,,,,,
401425510,2022,1,regular,2022-09-01T23:30:00.000Z,False,True,False,False,,5400.0,William B. Greene Jr. Stadium,2193,East Tennessee State,Southern,fcs,44.0,"[20, 14, 10, 0]",0.9988081056694157,,,2369,Mars Hill,South Atlantic,ii,7.0,"[0, 0, 7, 0]",0.0011918943305843088,,,2.8247297936,,
401420840,2022,1,regular,2022-09-01T23:30:00.000Z,False,True,False,False,,3748.0,Graham Stadium,2630,UT Martin,OVC,fcs,42.0,"[7, 14, 14, 7]",0.9943767706910461,,,2710,Western Illinois,MVFC,fcs,25.0,"[0, 7, 6, 12]",0.00562322930895387,,,2.8685095093,,
401418782,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,5440.0,Wildcat Stadium (TX),2000,Abilene Christian,Western Athletic,fcs,28.0,"[7, 14, 0, 7]",0.7174451425383288,,,2320,Lamar,Southland,fcs,14.0,"[14, 0, 0, 0]",0.2825548574616712,,,3.9534785416,,
401431915,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,6067.0,Carnie Smith Stadium,90,Pittsburg State,Mid America,ii,21.0,"[0, 14, 7, 0]",,,,2118,Central Missouri State,Mid America,ii,10.0,"[3, 0, 0, 7]",,,,,,
401431457,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,5113.0,Ruggles Field at Carpenter-Haygood Stadium,2271,Henderson State,Great American,ii,30.0,"[9, 7, 7, 7]",,,,2927,Southwestern Oklahoma,Great American,ii,13.0,"[7, 3, 3, 0]",,,,,,
401432370,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,6055.0,Craig Field at Spratt Memorial Stadium,137,Missouri Western,Mid America,ii,35.0,"[14, 0, 7, 14]",,,,2122,Central Oklahoma,Mid America,ii,0.0,"[0, 0, 0, 0]",,,,,,
401421125,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,4762.0,Memorial Stadium (Commerce TX),2837,Texas A&M-Commerce,Southland,fcs,52.0,"[14, 21, 7, 10]",0.9989703168967483,,,124179,Lincoln University (CA),,,7.0,"[0, 0, 7, 0]",0.0010296831032516884,,,3.1452939205,,
401433087,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,4753.0,Greene Stadium,2911,William Jewell College,Great Lakes,ii,14.0,"[0, 7, 7, 0]",,,,11,Colorado Mesa,Rocky Mountain,ii,37.0,"[14, 14, 6, 3]",,,,,,
401432372,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,5942.0,Francis G. Welch Stadium,2214,Emporia State,Mid America,ii,42.0,"[14, 14, 0, 14]",,,,196,Northeastern State,Mid America,ii,17.0,"[0, 14, 3, 0]",,,,,,
401431945,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,6054.0,Fred G. Hughes Stadium,2403,Missouri Southern State,Mid America,ii,7.0,"[7, 0, 0, 0]",,,,2438,Nebraska-Kearney,Mid America,ii,24.0,"[7, 3, 0, 14]",,,,,,
401433070,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,True,False,,6209.0,Henry Biesiot Activities Center,316,Dickinson State,,,2.0,"[0, 0, 0, 2]",,,,2069,Black Hills State,Rocky Mountain,ii,17.0,"[0, 0, 14, 3]",,,,,,
401420806,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,3711.0,Estes Stadium,2110,Central Arkansas,Atlantic Sun,fcs,14.0,"[0, 0, 0, 14]",0.2905439291739932,,,2623,Missouri State,MVFC,fcs,27.0,"[0, 17, 3, 7]",0.7094560708260068,,,7.3614507409,,
401420877,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,3706.0,Eccles Coliseum,253,Southern Utah,Western Athletic,fcs,44.0,"[10, 10, 11, 13]",0.8317519695737919,,,2900,St. Thomas (MN),Pioneer,fcs,13.0,"[7, 0, 6, 0]",0.16824803042620806,,,5.9706119350,,
401420880,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,3827.0,"Memorial Stadium (Stephenville, TX)",2627,Tarleton State,Western Athletic,fcs,29.0,"[7, 9, 3, 10]",,,,2400,Mississippi Valley State,SWAC,fcs,13.0,"[0, 0, 7, 6]",,,,,,
401416592,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,10864.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,fbs,34.0,"[7, 14, 7, 6]",0.4425623159458263,1376.0,1376.0,2197,Eastern Illinois,OVC,fcs,27.0,"[3, 3, 7, 14]",0.5574376840541737,,,1.4468880733,,
401426534,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,32542.0,7221.0,Protective Stadium,5,UAB,Conference USA,fbs,59.0,"[28, 10, 21, 0]",0.9989403826160401,1546.0,1546.0,2010,Alabama A&M,SWAC,fcs,0.0,"[0, 0, 0, 0]",0.0010596173839598766,,,1.0305953775,,
401431926,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,5134.0,Bearcat Stadium,138,Northwest Missouri State,Mid America,ii,33.0,"[7, 13, 13, 0]",,,,2231,Fort Hays State,Mid America,ii,19.0,"[3, 9, 0, 7]",,,,,,
401431886,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,5869.0,LeGrand Stadium at 1st Community Credit Union Field,2025,Angelo State,Lone Star,ii,35.0,"[14, 7, 0, 14]",,,,2123,Chadron State,Rocky Mountain,ii,0.0,"[0, 0, 0, 0]",,,,,,
401426537,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,47653.0,3838.0,Faurot Field,142,Missouri,SEC,fbs,52.0,"[0, 24, 14, 14]",0.995361330261684,1404.0,1465.0,2348,Louisiana Tech,Conference USA,fbs,24.0,"[3, 7, 0, 14]",0.004638669738315948,1301.0,1240.0,2.5195936354,,
401405064,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,True,,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,fbs,31.0,"[3, 7, 14, 7]",0.48506051458343835,1635.0,1631.0,213,Penn State,Big Ten,fbs,35.0,"[0, 21, 0, 14]",0.5149394854165616,1670.0,1674.0,9.5688027282,,
401431610,2022,1,regular,2022-09-02T00:00:00.000Z,False,True,False,False,,3942.0,Stewart Stadium,2692,Weber State,Big Sky,fcs,41.0,"[14, 10, 7, 10]",0.8492154740129105,,,2848,Western Oregon,Lone Star,ii,5.0,"[2, 0, 3, 0]",0.15078452598708947,,,4.2507202790,,
